FinancialYear,Quarter,OrgCode,OrgName,Measure,Value
2022-2023,2,E38000044,NHS South Yorkshire ICB - 02X,Number of maternities,784
2022-2023,2,E38000044,NHS South Yorkshire ICB - 02X,Women known to be non-smokers at time of delivery,659
2022-2023,2,E38000044,NHS South Yorkshire ICB - 02X,Women known to be smokers at time of delivery,90
2022-2023,2,E38000044,NHS South Yorkshire ICB - 02X,Women whose smoking status was not known at time of delivery,35
2022-2023,2,E38000141,NHS South Yorkshire ICB - 03L,Number of maternities,705
2022-2023,2,E38000141,NHS South Yorkshire ICB - 03L,Women known to be non-smokers at time of delivery,609
2022-2023,2,E38000141,NHS South Yorkshire ICB - 03L,Women known to be smokers at time of delivery,96
2022-2023,2,E38000141,NHS South Yorkshire ICB - 03L,Women whose smoking status was not known at time of delivery,0
2022-2023,2,E38000146,NHS South Yorkshire ICB - 03N,Number of maternities,1328
2022-2023,2,E38000146,NHS South Yorkshire ICB - 03N,Women known to be non-smokers at time of delivery,1225
2022-2023,2,E38000146,NHS South Yorkshire ICB - 03N,Women known to be smokers at time of delivery,103
2022-2023,2,E38000146,NHS South Yorkshire ICB - 03N,Women whose smoking status was not known at time of delivery,0
2022-2023,3,E92000001,England,Number of maternities,137496
2022-2023,3,E92000001,England,Women known to be non-smokers at time of delivery,119651
2022-2023,3,E92000001,England,Women known to be smokers at time of delivery,11215
2022-2023,3,E92000001,England,Women whose smoking status was not known at time of delivery,6630
2022-2023,3,E40000003,London,Number of maternities,26699
2022-2023,3,E40000003,London,Women known to be non-smokers at time of delivery,25141
2022-2023,3,E40000003,London,Women known to be smokers at time of delivery,1133
2022-2023,3,E40000003,London,Women whose smoking status was not known at time of delivery,425
2022-2023,3,E40000005,South East,Number of maternities,20842
2022-2023,3,E40000005,South East,Women known to be non-smokers at time of delivery,18247
2022-2023,3,E40000005,South East,Women known to be smokers at time of delivery,1637
2022-2023,3,E40000005,South East,Women whose smoking status was not known at time of delivery,958
2022-2023,3,E40000006,South West,Number of maternities,12109
2022-2023,3,E40000006,South West,Women known to be non-smokers at time of delivery,10246
2022-2023,3,E40000006,South West,Women known to be smokers at time of delivery,1048
2022-2023,3,E40000006,South West,Women whose smoking status was not known at time of delivery,815
2022-2023,3,E40000007,East of England,Number of maternities,15930
2022-2023,3,E40000007,East of England,Women known to be non-smokers at time of delivery,14287
2022-2023,3,E40000007,East of England,Women known to be smokers at time of delivery,1320
2022-2023,3,E40000007,East of England,Women whose smoking status was not known at time of delivery,323
2022-2023,3,E40000010,North West,Number of maternities,18032
2022-2023,3,E40000010,North West,Women known to be non-smokers at time of delivery,13487
2022-2023,3,E40000010,North West,Women known to be smokers at time of delivery,1530
2022-2023,3,E40000010,North West,Women whose smoking status was not known at time of delivery,3015
2022-2023,3,E40000011,Midlands,Number of maternities,26723
2022-2023,3,E40000011,Midlands,Women known to be non-smokers at time of delivery,23312
2022-2023,3,E40000011,Midlands,Women known to be smokers at time of delivery,2544
2022-2023,3,E40000011,Midlands,Women whose smoking status was not known at time of delivery,867
2022-2023,3,E40000012,North East and Yorkshire,Number of maternities,17161
2022-2023,3,E40000012,North East and Yorkshire,Women known to be non-smokers at time of delivery,14931
2022-2023,3,E40000012,North East and Yorkshire,Women known to be smokers at time of delivery,2003
2022-2023,3,E40000012,North East and Yorkshire,Women whose smoking status was not known at time of delivery,227
2022-2023,3,E54000027,NHS North West London Integrated Care Board,Number of maternities,5465
2022-2023,3,E54000027,NHS North West London Integrated Care Board,Women known to be non-smokers at time of delivery,5265
2022-2023,3,E54000027,NHS North West London Integrated Care Board,Women known to be smokers at time of delivery,176
2022-2023,3,E54000027,NHS North West London Integrated Care Board,Women whose smoking status was not known at time of delivery,24
2022-2023,3,E54000028,NHS North Central London Integrated Care Board,Number of maternities,3941
2022-2023,3,E54000028,NHS North Central London Integrated Care Board,Women known to be non-smokers at time of delivery,3644
2022-2023,3,E54000028,NHS North Central London Integrated Care Board,Women known to be smokers at time of delivery,194
2022-2023,3,E54000028,NHS North Central London Integrated Care Board,Women whose smoking status was not known at time of delivery,103
2022-2023,3,E54000029,NHS North East London Integrated Care Board,Number of maternities,7949
2022-2023,3,E54000029,NHS North East London Integrated Care Board,Women known to be non-smokers at time of delivery,7593
2022-2023,3,E54000029,NHS North East London Integrated Care Board,Women known to be smokers at time of delivery,345
2022-2023,3,E54000029,NHS North East London Integrated Care Board,Women whose smoking status was not known at time of delivery,11
2022-2023,3,E54000030,NHS South East London Integrated Care Board,Number of maternities,5320
2022-2023,3,E54000030,NHS South East London Integrated Care Board,Women known to be non-smokers at time of delivery,5051
2022-2023,3,E54000030,NHS South East London Integrated Care Board,Women known to be smokers at time of delivery,226
2022-2023,3,E54000030,NHS South East London Integrated Care Board,Women whose smoking status was not known at time of delivery,43
2022-2023,3,E54000031,NHS South West London Integrated Care Board,Number of maternities,4024
2022-2023,3,E54000031,NHS South West London Integrated Care Board,Women known to be non-smokers at time of delivery,3588
2022-2023,3,E54000031,NHS South West London Integrated Care Board,Women known to be smokers at time of delivery,192
2022-2023,3,E54000031,NHS South West London Integrated Care Board,Women whose smoking status was not known at time of delivery,244
2022-2023,3,E54000032,NHS Kent and Medway Integrated Care Board,Number of maternities,4583
2022-2023,3,E54000032,NHS Kent and Medway Integrated Care Board,Women known to be non-smokers at time of delivery,4107
2022-2023,3,E54000032,NHS Kent and Medway Integrated Care Board,Women known to be smokers at time of delivery,476
2022-2023,3,E54000032,NHS Kent and Medway Integrated Care Board,Women whose smoking status was not known at time of delivery,0
2022-2023,3,E54000034,NHS Frimley Integrated Care Board,Number of maternities,1981
2022-2023,3,E54000034,NHS Frimley Integrated Care Board,Women known to be non-smokers at time of delivery,1277
2022-2023,3,E54000034,NHS Frimley Integrated Care Board,Women known to be smokers at time of delivery,89
2022-2023,3,E54000034,NHS Frimley Integrated Care Board,Women whose smoking status was not known at time of delivery,615
2022-2023,3,E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,Number of maternities,4076
2022-2023,3,E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,Women known to be non-smokers at time of delivery,3578
2022-2023,3,E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,Women known to be smokers at time of delivery,373
2022-2023,3,E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,Women whose smoking status was not known at time of delivery,125
2022-2023,3,E54000044,"NHS Buckinghamshire, Oxfordshire and Berkshire West Integrated Care Board",Number of maternities,4181
2022-2023,3,E54000044,"NHS Buckinghamshire, Oxfordshire and Berkshire West Integrated Care Board",Women known to be non-smokers at time of delivery,3856
2022-2023,3,E54000044,"NHS Buckinghamshire, Oxfordshire and Berkshire West Integrated Care Board",Women known to be smokers at time of delivery,246
2022-2023,3,E54000044,"NHS Buckinghamshire, Oxfordshire and Berkshire West Integrated Care Board",Women whose smoking status was not known at time of delivery,79
2022-2023,3,E54000052,NHS Surrey Heartlands Integrated Care Board,Number of maternities,2394
2022-2023,3,E54000052,NHS Surrey Heartlands Integrated Care Board,Women known to be non-smokers at time of delivery,2166
2022-2023,3,E54000052,NHS Surrey Heartlands Integrated Care Board,Women known to be smokers at time of delivery,131
2022-2023,3,E54000052,NHS Surrey Heartlands Integrated Care Board,Women whose smoking status was not known at time of delivery,97
2022-2023,3,E54000053,NHS Sussex Integrated Care Board,Number of maternities,3627
2022-2023,3,E54000053,NHS Sussex Integrated Care Board,Women known to be non-smokers at time of delivery,3263
2022-2023,3,E54000053,NHS Sussex Integrated Care Board,Women known to be smokers at time of delivery,322
2022-2023,3,E54000053,NHS Sussex Integrated Care Board,Women whose smoking status was not known at time of delivery,42
2022-2023,3,E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,Number of maternities,1068
2022-2023,3,E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,Women known to be non-smokers at time of delivery,927
2022-2023,3,E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,Women known to be smokers at time of delivery,139
2022-2023,3,E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,Women whose smoking status was not known at time of delivery,2
2022-2023,3,E54000037,NHS Devon Integrated Care Board,Number of maternities,2684
2022-2023,3,E54000037,NHS Devon Integrated Care Board,Women known to be non-smokers at time of delivery,1766
2022-2023,3,E54000037,NHS Devon Integrated Care Board,Women known to be smokers at time of delivery,193
2022-2023,3,E54000037,NHS Devon Integrated Care Board,Women whose smoking status was not known at time of delivery,725
2022-2023,3,E54000038,NHS Somerset Integrated Care Board,Number of maternities,1094
2022-2023,3,E54000038,NHS Somerset Integrated Care Board,Women known to be non-smokers at time of delivery,995
2022-2023,3,E54000038,NHS Somerset Integrated Care Board,Women known to be smokers at time of delivery,96
2022-2023,3,E54000038,NHS Somerset Integrated Care Board,Women whose smoking status was not known at time of delivery,3
2022-2023,3,E54000039,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",Number of maternities,2483
2022-2023,3,E54000039,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",Women known to be non-smokers at time of delivery,2277
2022-2023,3,E54000039,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",Women known to be smokers at time of delivery,206
2022-2023,3,E54000039,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",Women whose smoking status was not known at time of delivery,0
2022-2023,3,E54000040,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",Number of maternities,2043
2022-2023,3,E54000040,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",Women known to be non-smokers at time of delivery,1882
2022-2023,3,E54000040,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",Women known to be smokers at time of delivery,161
2022-2023,3,E54000040,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",Women whose smoking status was not known at time of delivery,0
2022-2023,3,E54000041,NHS Dorset Integrated Care Board,Number of maternities,1327
2022-2023,3,E54000041,NHS Dorset Integrated Care Board,Women known to be non-smokers at time of delivery,1162
2022-2023,3,E54000041,NHS Dorset Integrated Care Board,Women known to be smokers at time of delivery,109
2022-2023,3,E54000041,NHS Dorset Integrated Care Board,Women whose smoking status was not known at time of delivery,56
2022-2023,3,E54000043,NHS Gloucestershire Integrated Care Board,Number of maternities,1410
2022-2023,3,E54000043,NHS Gloucestershire Integrated Care Board,Women known to be non-smokers at time of delivery,1237
2022-2023,3,E54000043,NHS Gloucestershire Integrated Care Board,Women known to be smokers at time of delivery,144
2022-2023,3,E54000043,NHS Gloucestershire Integrated Care Board,Women whose smoking status was not known at time of delivery,29
2022-2023,3,E54000022,NHS Norfolk and Waveney Integrated Care Board ,Number of maternities,2117
2022-2023,3,E54000022,NHS Norfolk and Waveney Integrated Care Board ,Women known to be non-smokers at time of delivery,1847
2022-2023,3,E54000022,NHS Norfolk and Waveney Integrated Care Board ,Women known to be smokers at time of delivery,255
2022-2023,3,E54000022,NHS Norfolk and Waveney Integrated Care Board ,Women whose smoking status was not known at time of delivery,15
2022-2023,3,E54000023,NHS Suffolk and North East Essex Integrated Care Board,Number of maternities,2166
2022-2023,3,E54000023,NHS Suffolk and North East Essex Integrated Care Board,Women known to be non-smokers at time of delivery,1996
2022-2023,3,E54000023,NHS Suffolk and North East Essex Integrated Care Board,Women known to be smokers at time of delivery,170
2022-2023,3,E54000023,NHS Suffolk and North East Essex Integrated Care Board,Women whose smoking status was not known at time of delivery,0
2022-2023,3,E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",Number of maternities,2947
2022-2023,3,E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",Women known to be non-smokers at time of delivery,2677
2022-2023,3,E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",Women known to be smokers at time of delivery,187
2022-2023,3,E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",Women whose smoking status was not known at time of delivery,83
2022-2023,3,E54000025,NHS Hertfordshire and West Essex Integrated Care Board,Number of maternities,3524
2022-2023,3,E54000025,NHS Hertfordshire and West Essex Integrated Care Board,Women known to be non-smokers at time of delivery,3278
2022-2023,3,E54000025,NHS Hertfordshire and West Essex Integrated Care Board,Women known to be smokers at time of delivery,219
2022-2023,3,E54000025,NHS Hertfordshire and West Essex Integrated Care Board,Women whose smoking status was not known at time of delivery,27
2022-2023,3,E54000026,NHS Mid and South Essex Integrated Care Board,Number of maternities,2740
2022-2023,3,E54000026,NHS Mid and South Essex Integrated Care Board,Women known to be non-smokers at time of delivery,2415
